,product_uid,material
985643,175756.0,Metal
985685,175758.0,Polyester
985711,175760.0,Rubber
985814,175764.0,Stainless Steel
985893,175769.0,Rubber
985977,175771.0,Polyester
986002,175772.0,Aluminum
986159,175778.0,Steel
986213,175780.0,Steel
986307,175785.0,Rubber
986358,175789.0,Medium Density Fiberboard (MDF)
986397,175791.0,Steel
986501,175796.0,Wood
986524,175797.0,Metal
986614,175802.0,Glass
986756,175809.0,Steel
986915,175818.0,Aluminum/Stainless Steel
986991,175821.0,Stainless Steel
987148,175827.0,Wood
987192,175829.0,Other
987257,175832.0,Polyester
987258,175832.0,Fabric
987342,175837.0,Composite
987360,175838.0,Braided Stainless Steel over PVC
987409,175840.0,Other
987674,175852.0,"Brass dispenser, plastic bottle"
987675,175852.0,Plastic
987696,175853.0,Polyurethane
987783,175856.0,Aluminum
987891,175860.0,Fiberglass
987930,175862.0,Plastic
988174,175873.0,Acrylic
988259,175876.0,MDF Birch
988416,175883.0,PVC
988493,175886.0,Glass
988544,175890.0,Composite
988634,175894.0,Copper
988705,175897.0,Brass
988755,175900.0,Rubber
988803,175902.0,Aluminum
988880,175907.0,Wood
988908,175908.0,Zinc
988955,175913.0,PVC
989006,175915.0,Vitreous China
989023,175916.0,Chrome
989199,175923.0,Steel
989219,175924.0,Fiberglass
989246,175925.0,Metal
989346,175931.0,Brass
989411,175934.0,Metal
989427,175935.0,Steel
989440,175936.0,Metal
989456,175937.0,Metal
989472,175938.0,Steel
989544,175942.0,PVC
989600,175945.0,Plastic
989677,175948.0,Plastic
989697,175949.0,Aluminum
989747,175951.0,Aluminum
989758,175952.0,Metal
989772,175954.0,Metal
989824,175956.0,Composite
989848,175957.0,PVC
989867,175958.0,Plastic
989885,175959.0,Acrylic
990098,175968.0,Plastic
990118,175969.0,Wood
990253,175974.0,Aluminum
990480,175983.0,Steel
990558,175987.0,Steel
990575,175988.0,Poly Lactic Acid (PLA)
990630,175989.0,Metal
990681,175990.0,Acrylic
990747,175992.0,Steel
990825,175995.0,Metal
990847,175996.0,Olefin
990882,175997.0,Steel
991012,176004.0,Wood
991168,176009.0,Metal
991283,176013.0,Metal
991385,176016.0,Polycarbonate
991584,176022.0,Other
991610,176023.0,Acrylic/Fiberglass
991611,176023.0,Acrylic
991649,176025.0,Fiberglass
991841,176032.0,Cast Metal
991903,176035.0,Vitreous China
992084,176043.0,Stainless Steel
992114,176044.0,Wood
992234,176048.0,Granite
992291,176049.0,Solid Brass
992349,176051.0,Aluminum
992378,176052.0,Vinyl
992427,176056.0,Glass
992524,176061.0,Wood
992549,176062.0,Metal
992580,176064.0,Redwood
992815,176073.0,Polyester
992816,176073.0,Fabric
992838,176074.0,Vinyl
992863,176075.0,Copper and Plastic
992934,176081.0,Zinc
992950,176082.0,Sisal
992977,176083.0,Vinyl
993154,176088.0,Polypropylene
993217,176091.0,Brass
993344,176095.0,Cast Metal
993418,176097.0,Wood
993451,176098.0,Acrylic
993567,176101.0,Solid Brass
993584,176102.0,Galvanized Steel
993619,176103.0,Vitreous China
993752,176110.0,Steel
993855,176116.0,Steel
993925,176120.0,Plastic
994080,176126.0,Metal
994110,176127.0,Glass
994164,176129.0,Galvanized Steel
994181,176130.0,Glass
994204,176131.0,Brass
994248,176133.0,Galvanized Steel
994330,176138.0,Polyester solid
994401,176142.0,Laminate
994481,176146.0,Cast Iron
994516,176147.0,Ceramic
994550,176150.0,Medium Density Fiberboard (MDF)
994587,176152.0,Aluminum
994611,176153.0,Concrete
994678,176156.0,Aluminum
994693,176157.0,Plastic
994794,176161.0,Vitreous China
994913,176166.0,Plastic
994968,176168.0,Plastic
995000,176170.0,Other
995115,176174.0,Cardboard
995138,176175.0,Vinyl
995274,176182.0,Other
995308,176184.0,Polyethylene
995346,176186.0,Polyethylene
995369,176187.0,Aluminum
995435,176190.0,Metal
995525,176194.0,Composite
995583,176198.0,Steel
995594,176199.0,Metal
995738,176206.0,Polycarbonate
995879,176212.0,Nylon
995913,176213.0,Stainless Steel
995965,176215.0,Steel
996106,176220.0,Aluminum
996135,176221.0,Vinyl
996159,176222.0,Steel
996233,176225.0,Wood
996261,176227.0,Concrete
996299,176229.0,Nylon
996397,176233.0,Wood
996458,176235.0,"ABS Plastic, Chrome"
996485,176236.0,Metal
996531,176238.0,Stainless Steel
996583,176241.0,Stainless Steel
996753,176249.0,Brass
996820,176252.0,PVC
996821,176252.0,Polyvinyl
996847,176253.0,Chlorinated Poly Vinyl Chloride (CPVC)
996869,176254.0,Steel
996902,176256.0,Porcelain
996919,176257.0,Brass
997058,176264.0,Pine
997143,176268.0,Wood
997157,176271.0,Metal
997172,176272.0,Aluminum
997209,176273.0,Composite
997719,176297.0,Composite
997742,176298.0,Engineered quartz composite
997743,176298.0,Stone
997768,176299.0,Steel
997880,176303.0,Fiberglass
997969,176306.0,PVC
997970,176306.0,Plastic
998006,176308.0,Vinyl
998043,176309.0,Steel
998308,176320.0,Metal
998378,176324.0,Steel
998547,176330.0,Fiberglass
998565,176332.0,Thermoplastic
998589,176333.0,Steel
998605,176334.0,Resin
998644,176336.0,Wood
998692,176338.0,Plastic
998722,176339.0,Metal
998795,176343.0,Metal
998821,176344.0,Steel
998857,176345.0,Steel
999148,176358.0,Plastic
999167,176359.0,Metal
999261,176364.0,Paper
999338,176368.0,Other
999446,176373.0,Steel
999466,176374.0,Wood
999508,176376.0,Polystyrene
999620,176381.0,Hard Anodized Aluminum
999657,176383.0,Metal
999673,176384.0,Vinyl
999723,176386.0,Engineered quartz composite
999724,176386.0,Stone
999754,176387.0,Composite
999794,176388.0,Steel
999894,176393.0,Chlorinated Poly Vinyl Chloride (CPVC)
999943,176395.0,Brass
1000148,176406.0,Steel
1000178,176407.0,Laminate
1000179,176407.0,High Denisty Fiberboard (HDF)
1000270,176410.0,Manila
1000352,176412.0,Steel
1000474,176417.0,Metal
1000723,176428.0,Metal
1000878,176435.0,Brass
1001053,176444.0,Brass
1001084,176445.0,Vinyl
1001118,176446.0,Stainless Steel
1001241,176452.0,Cast Metal
1001351,176457.0,Metal
1001366,176459.0,Nylon
1001392,176460.0,Material is vinyl not synthetic
1001434,176461.0,Steel
1001520,176466.0,Wood
1001617,176469.0,Glass
1001688,176472.0,Ceramic
1001863,176478.0,Steel
1001892,176479.0,Vinyl
1001919,176480.0,Composite
1002042,176484.0,Metal
1002070,176486.0,Polyester
1002083,176487.0,Metal
1002102,176488.0,Metal
1002300,176496.0,Brass
1002347,176498.0,"Sponge Rubber Backing, Polyester Face"
1002415,176501.0,Aluminum
1002742,176516.0,Metal
1002778,176518.0,Steel
1002887,176523.0,Steel
1002936,176525.0,Plastic
1003023,176528.0,Metal
1003035,176529.0,Fir
1003055,176530.0,Brass
1003155,176535.0,Stainless Steel and Plastic
1003217,176541.0,Vinyl
1003236,176542.0,Plastic
1003257,176543.0,Exellan
1003287,176544.0,Stainless Steel
1003386,176549.0,Plastic
1003398,176550.0,Plastic
1003429,176552.0,PVC
1003455,176553.0,Vinyl
1003472,176554.0,Steel
1003502,176555.0,Copper
1003572,176558.0,Plastic
1003591,176559.0,Aluminum
1003617,176560.0,Vitreous China
1003677,176563.0,Metal
1003691,176564.0,Galvanized Steel
1003835,176570.0,Laminate
1003836,176570.0,High Density Fiberboard (HDF)
1003904,176573.0,Plastic
1004048,176579.0,High-quality steel roll up pocket pipe; marine-grade double wrapped nylon rope
1004107,176582.0,Metal
1004279,176589.0,Metal
1004465,176597.0,Aluminum
1004555,176601.0,Brass
1004569,176602.0,Cast Metal
1004589,176603.0,Vitreous China
1004748,176609.0,Concrete
1004785,176611.0,Aluminum
1004845,176614.0,Hard plastic
1004907,176617.0,Plastic
1004933,176618.0,Aluminum
1004973,176620.0,Wood
1005149,176628.0,Concrete
1005308,176633.0,Ceramic
1005354,176635.0,Vinyl
1005410,176637.0,Stainless Steel
1005458,176639.0,Steel
1005478,176640.0,Brass
1005501,176641.0,Plastic
1005649,176649.0,Solid Wood
1005800,176653.0,Cast Iron
1005855,176655.0,Polyurethane
1006009,176663.0,Glass
1006055,176666.0,Alloy
1006148,176669.0,Fabric
1006193,176671.0,Vinyl
1006209,176672.0,Steel
1006230,176673.0,Ceramic
1006231,176673.0,ceramic
1006252,176674.0,Fabric
1006348,176678.0,Polypropylene
1006447,176682.0,Polypropylene
1006499,176684.0,PVC
1006516,176685.0,Chrome
1006570,176688.0,Metal
1006623,176692.0,Steel
1006696,176697.0,Brass
1006697,176697.0,Cast Metal
1006717,176698.0,Galvanized Steel
1006749,176699.0,Polyester
1006783,176700.0,Wood
1006808,176701.0,Wood
1006847,176704.0,Aluminum
1006985,176711.0,Metal
1007126,176716.0,Wood
1007305,176724.0,Steel
1007333,176725.0,Metal
1007365,176726.0,composite wood timbers and plastic corner brackets
1007384,176727.0,Aluminum
1007414,176729.0,Brass
1007415,176729.0,Solid Brass
1007432,176731.0,Steel
1007471,176736.0,Steel
1007484,176737.0,Vinyl
1007506,176738.0,Steel
1007532,176739.0,Metal
1007622,176744.0,Plastic
1007646,176746.0,Aluminum
1007703,176749.0,Steel
1007739,176751.0,Zinc
1007788,176753.0,Plastic
1007803,176754.0,Vitreous China
1007834,176756.0,Stainless Steel
1007907,176759.0,Acrylonitrile Butadiene Styrene (ABS)
1007935,176760.0,Composite
1007969,176762.0,PVC
1008107,176770.0,Rubber
1008153,176772.0,Plastic
1008206,176774.0,Laminate
1008207,176774.0,"Medium Density Fiberboard, paper, Resin (both Acrylic and Melamine), Polyurethane hot metal adhesive and Olefin hot metal adhesive"
1008262,176776.0,Wood
1008347,176779.0,Aluminum
1008632,176790.0,Glass
1008753,176794.0,Composite
1008826,176799.0,Plastic
1008865,176801.0,Wood
1009075,176811.0,Composite
1009148,176814.0,Ceramic
1009219,176817.0,Steel
1009232,176818.0,Galvanized Steel
1009258,176819.0,"Metal, wood, vinyl"
1009284,176820.0,Manufactured from certified Environmentally Preferred laminated particle panels.
1009285,176820.0,Wood
1009310,176821.0,Cross-Linked Polyethylene (PEX)
1009439,176827.0,Wood
1009656,176835.0,Wood
1009724,176838.0,Stone
1009744,176840.0,Metal
1009780,176842.0,Glass
1009798,176845.0,PVC
1010029,176855.0,100% PVC
1010151,176860.0,metal
1010194,176862.0,Plastic
1010211,176863.0,Nylon
1010366,176869.0,Steel
1010438,176873.0,Metal
1010459,176874.0,Brass
1010549,176879.0,Nylon
1010587,176880.0,Fiberglass
1010658,176882.0,Brass
1010923,176892.0,Steel
1011031,176897.0,poplar
1011107,176900.0,Stainless Steel
1011136,176901.0,Wood
1011159,176902.0,"MDF WITH BIRCH VENEER, 5mm TEMPERED GLASS DOOR, Ball Bearing Mechanism for the Sliding Doors."
1011160,176902.0,Wood
1011254,176905.0,Acrylic
1011279,176906.0,Brass
1011322,176909.0,Brass
1011422,176914.0,Wood solids and veneers over engineered wood substrate
1011577,176921.0,Metal
1011692,176926.0,Laminate
1011693,176926.0,"Medium density fiberboard, paper, resin (both acrylic and melamine), polyurethane hot metal adhesive and olefin hot metal adhesive"
1011742,176928.0,Steel
1011761,176929.0,PVC
1011830,176931.0,Wood
1011913,176934.0,Bamboo
1011944,176936.0,Steel
1012030,176940.0,Vinyl
1012063,176942.0,Gold
1012131,176945.0,Aluminum
1012150,176946.0,Metal
1012168,176947.0,Aluminum
1012272,176953.0,Vinyl
1012291,176954.0,Polyester
1012344,176956.0,Other
1012635,176966.0,Wood
1012678,176969.0,Plastic
1012699,176970.0,Fiberboard
1012714,176971.0,Steel
1012755,176973.0,Steel
1012773,176974.0,Metal
1012793,176975.0,Wood
1012822,176976.0,Stainless Steel
1012906,176979.0,Vinyl
1012969,176982.0,PVC
1013083,176989.0,Galvanized Steel
1013141,176991.0,Wood
1013196,176993.0,Cotton
1013310,176998.0,PVC
1013407,177003.0,Plastic
1013447,177006.0,Nylon
1013505,177008.0,Plastic
1013697,177015.0,Wood
1013746,177018.0,Plastic
1013853,177022.0,Metal
1013952,177027.0,Memory Foam
1013975,177028.0,Steel
1014016,177030.0,Brass
1014030,177031.0,Aluminum
1014046,177032.0,Metal
1014065,177033.0,Steel
1014131,177036.0,Steel
1014161,177038.0,Plastic
1014352,177047.0,Rubber
1014371,177048.0,Polyethylene
1014391,177049.0,Galvanized Steel
1014408,177050.0,Metal
1014456,177052.0,Cast Metal
1014478,177053.0,Aluminum
1014561,177057.0,Glass
1014578,177058.0,Steel
1014708,177065.0,Metal
1014779,177068.0,Brass
1014828,177070.0,Wood
1015064,177079.0,Cast Iron
1015209,177085.0,Polyethylene
1015239,177087.0,Thermoplastic
1015285,177089.0,PVC
1015406,177094.0,Vinyl
1015445,177096.0,Plastic
1015507,177099.0,Concrete
1015569,177101.0,Stainless Steel
1015601,177102.0,Aluminum
1015633,177103.0,Cloth
1015696,177106.0,Poly Lactic Acid (PLA)
1015734,177108.0,Galvanized Steel
1015784,177111.0,Wood
1015815,177113.0,Composite
1015855,177115.0,Metal
1015867,177116.0,Wood
1015985,177121.0,Laminate
1016002,177122.0,Steel
1016087,177125.0,Steel
1016296,177135.0,Galvanized Steel
1016468,177142.0,Steel
1016488,177143.0,Aluminum
1016522,177144.0,Steel
1016540,177145.0,Galvanized Steel
1016579,177147.0,Wire
1016595,177148.0,Metal parts
1016965,177164.0,Plastic
1017026,177167.0,Stainless Steel
1017044,177168.0,Glass
1017074,177169.0,Steel
1017116,177171.0,Zinc Coated
1017117,177171.0,Galvanized Steel
1017160,177173.0,Acrylic
1017209,177176.0,Glass
1017328,177180.0,Wood
1017379,177183.0,Fiberglass
1017398,177184.0,Steel
1017481,177187.0,Plastic
1017498,177188.0,PVC
1017596,177193.0,Gold
1017782,177201.0,Composite
1017855,177204.0,Laminate
1017856,177204.0,"Medium Density Fiberboard, paper, resin (both acrylic and melamine) polyurethane hot metal and olefin hot metal adhesive"
1017896,177206.0,Vinyl
1017994,177209.0,Fiberglass
1018010,177211.0,Steel
1018094,177215.0,Metal
1018125,177216.0,Composite
1018217,177219.0,Steel
1018263,177221.0,Metal
1018284,177222.0,Other
1018285,177222.0,Plastic
1018342,177224.0,Composite
1018432,177228.0,Glass
1018450,177229.0,Resin
1018482,177230.0,Solid Brass
1018519,177233.0,Wood
1018544,177235.0,wood
1018672,177241.0,Birch
1018769,177245.0,Vinyl
1018998,177253.0,Plastic
1019057,177255.0,Cotton
1019121,177258.0,Steel
1019134,177259.0,Steel
1019242,177264.0,Plastic
1019265,177265.0,Wood
1019362,177268.0,Metal
1019376,177270.0,Steel
1019404,177271.0,Acrylic
1019491,177274.0,Nylon
1019542,177276.0,Plastic
1019657,177280.0,Acrylic
1019685,177281.0,Vitreous China
1019720,177282.0,Fiberglass
1019742,177283.0,Plastic
1019757,177284.0,Rubber
1019793,177286.0,Bamboo
1019844,177289.0,Laminate
1019845,177289.0,Wood
1019933,177292.0,PVC
1020019,177296.0,Brass
1020038,177297.0,Aluminum
1020079,177299.0,Aluminum
1020098,177300.0,Metal
1020172,177304.0,Steel
1020227,177306.0,Plastic
1020286,177308.0,Copper
1020307,177309.0,Other
1020361,177311.0,Glass
1020511,177317.0,Fiberglass
1020525,177318.0,Brass
1020548,177319.0,Rubber
1020590,177322.0,Vitreous China
1020709,177327.0,Steel
1021010,177341.0,Cast Metal
1021026,177342.0,Metal
1021096,177345.0,Plastic
1021150,177348.0,Polypropylene
1021229,177351.0,Copper & Zinc
1021288,177354.0,Mahogany
1021310,177355.0,Wood
1021365,177358.0,Wood and Leather
1021398,177359.0,Vinyl
1021455,177361.0,Cast Iron
1021577,177366.0,Plastic
1021598,177367.0,Steel
1021614,177368.0,Composite
1021665,177371.0,Metal
1021781,177377.0,Steel
1021958,177385.0,Vitreous China
1021980,177386.0,Wood
1022007,177387.0,Steel
1022142,177392.0,Ceramic
1022159,177393.0,Galvanized Steel
1022218,177396.0,Composite
1022233,177397.0,Galvanized Steel
1022380,177404.0,Poly Lactic Acid (PLA)
1022573,177410.0,Metal
1022641,177413.0,Vinyl
1022793,177418.0,Vinyl
1022947,177424.0,Acrylic
1022991,177426.0,Vitreous China
1023014,177428.0,Stainless Steel
1023046,177429.0,Glass
1023079,177430.0,Vitreous China
1023169,177433.0,Vitreous China
1023279,177437.0,Polyester
1023334,177440.0,Stainless Steel
1023493,177447.0,Pine
1023546,177450.0,Steel
1023557,177451.0,Metal
1023568,177452.0,Metal
1023703,177457.0,Composite
1023856,177462.0,Composite
1023877,177463.0,PVC
1024021,177468.0,Composite
1024125,177472.0,Resin
1024155,177475.0,Nylon
1024189,177477.0,Brass
1024201,177478.0,Brass
1024214,177479.0,Metal
1024283,177482.0,Cast Metal
1024322,177485.0,Metal
1024335,177486.0,Metal
1024370,177488.0,Laminate
1024371,177488.0,High Density Fiberboard (HDF)
1024440,177490.0,PVC
1024477,177492.0,Steel
1024494,177493.0,Metal
1024579,177497.0,Manufactured from certified Environmentally Preferred laminated particle panels.
1024580,177497.0,Wood
1024674,177501.0,Copper
1024696,177502.0,PVC
1024713,177503.0,Metal
1024834,177508.0,PVC
1024879,177511.0,Laminate
1024970,177515.0,Plastic
1025030,177518.0,Steel
1025044,177519.0,"Wood, Metal, Plastic"
1025185,177525.0,Polypropylene
1025233,177527.0,Steel
1025249,177528.0,Aluminum
1025288,177529.0,Fiberglass
1025304,177530.0,Bamboo
1025320,177531.0,Steel
1025377,177534.0,Metal
1025397,177535.0,High Density Fiberboard (HDF)
1025493,177541.0,Steel
1025699,177549.0,HDPE(High Density Polethylene)
1025785,177552.0,Solid Brass
1025873,177557.0,Cast Iron
1025940,177559.0,Metal
1026041,177564.0,Plastic
1026158,177567.0,Metal
1026202,177570.0,Other
1026229,177571.0,Vinyl
1026349,177576.0,Galvanized Steel
1026369,177577.0,Plastic
1026597,177584.0,Steel
1026620,177585.0,Metal
1026645,177586.0,Steel
1026661,177587.0,Foam
1027108,177608.0,Plastic
1027297,177615.0,Acrylic
1027362,177619.0,Vitreous China
1027384,177620.0,Metal
1027482,177624.0,Fiberglass
1027502,177625.0,Aluminum
1027580,177628.0,Steel
1027623,177631.0,Metal
1027869,177642.0,Aluminum
1027917,177644.0,Brass
1028132,177651.0,Steel
1028184,177653.0,Vinyl
1028257,177655.0,Metal
1028278,177656.0,Plastic
1028366,177660.0,Stainless Steel
1028470,177664.0,Aluminum
1028545,177667.0,Vitreous China
1028650,177670.0,PVC
1028814,177677.0,Steel
1028858,177679.0,Quartz
1028918,177681.0,HDF Core
1028919,177681.0,Laminate
1028945,177682.0,Plastic
1029131,177689.0,Iron
1029167,177690.0,Acrylic
1029231,177692.0,PVC
1029261,177693.0,Cast Metal
1029308,177696.0,PVC
1029364,177700.0,Ceramic
1029382,177701.0,Solid Brass
1029608,177712.0,Quartz
1029666,177715.0,Cement
1029701,177717.0,Plastic
1029728,177718.0,Ceramic
1029778,177720.0,Brass
1029843,177723.0,Brass
1029862,177724.0,Concrete
1030006,177729.0,"Brass, Plastic"
1030027,177730.0,Metal
1030123,177733.0,polyethylene
1030161,177735.0,Steel
1030180,177740.0,Metal
1030219,177742.0,Fabric
1030340,177746.0,Other
1030341,177746.0,Brass
1030361,177747.0,Rubber
1030385,177748.0,Vitreous China
1030412,177750.0,Zinc Coated
1030413,177750.0,Galvanized Steel
1030452,177752.0,Brass
1030518,177755.0,Wood
1030591,177758.0,Steel
1030637,177761.0,Plastic
1030665,177762.0,Constructed of Solid Asian Rubberwood
1030802,177768.0,Fireclay
1030815,177769.0,Polypropylene
1031018,177778.0,Steel
1031212,177787.0,Cast Metal
1031288,177789.0,Oak
1031369,177791.0,Solid Brass
1031387,177792.0,PVC
1031407,177793.0,Other
1031573,177802.0,Wire
1031716,177810.0,Steel
1031787,177814.0,Vinyl
1031816,177816.0,Rubber
1031827,177817.0,copper/nickel
1031848,177818.0,Stainless steel
1031849,177818.0,Stainless Steel
1031889,177820.0,Laminate
1031939,177822.0,Solid Brass
1032030,177827.0,Vitreous China
1032116,177831.0,Wood
1032169,177833.0,Galvanized Steel
1032238,177835.0,Polyurethane
1032372,177841.0,Composite
1032386,177842.0,Brass
1032539,177848.0,Medium Density Fiberboard (MDF)
1032734,177857.0,Steel
1032779,177859.0,Acrylic
1032916,177864.0,Aluminum
1032934,177865.0,Aluminum
1032996,177869.0,Chrome
1033241,177880.0,Plastic
1033326,177883.0,Wood
1033397,177885.0,Galvanized Steel
1033445,177887.0,Carbon Steel
1033523,177890.0,Laminate
1033524,177890.0,Wood
1033525,177890.0,Oak
1033537,177891.0,Metal
1033587,177893.0,Vitreous China
1033644,177895.0,Solid Brass
1033661,177896.0,PVC
1033737,177900.0,Zinc Coated
1033738,177900.0,Galvanized Steel
1033843,177904.0,Cast Metal
1033934,177907.0,Steel
1034032,177911.0,Laminate
1034033,177911.0,"Medium Density Fiberboard, paper, Resin (both Acrylic and Melamine), Polyurethane hot metal adhesive and Olefin hot metal adhesive"
1034325,177923.0,Polypropylene
1034406,177926.0,PVC
1034453,177927.0,Steel
1034465,177928.0,Brass
1034659,177937.0,Plastic
1034731,177942.0,Steel
1034748,177943.0,Metal
1034767,177944.0,Polyethylene
1034813,177946.0,Stainless Steel
1034845,177948.0,Metal
1034934,177951.0,Metal
1034956,177952.0,Plastic
1035215,177962.0,wood
1035237,177964.0,Alloy
1035285,177966.0,Chrome
1035336,177968.0,Granite
1035373,177969.0,Fiberglass
1035388,177970.0,Aluminum
1035429,177971.0,Fiberglass
1035463,177972.0,Other
1035562,177978.0,Metal
1035643,177981.0,Stainless Steel
1035845,177989.0,Nylon
1035899,177991.0,Laminate
1035900,177991.0,"Medium Density Fiberboard, paper, resin (both acrylic and melamine) polyurethane hot metal and olefin hot metal adhesive"
1035919,177992.0,Concrete
1035966,177996.0,Brass
1035967,177996.0,Plastic
1036013,177998.0,Cast Iron
1036097,178001.0,Vinyl
1036225,178007.0,Composite
1036327,178011.0,Steel
1036346,178012.0,Steel
1036395,178014.0,Composite
1036540,178020.0,Steel
1036570,178021.0,Acrylic
1036684,178025.0,Metal
1036718,178027.0,Steel
1036758,178029.0,Polyester
1036827,178032.0,Polypropylene
1036855,178033.0,Acrylic
1036917,178035.0,Glass
1037079,178041.0,Metal
1037190,178046.0,Metal
1037212,178047.0,Aluminum
1037254,178049.0,Oak
1037317,178052.0,Acrylic
1037444,178057.0,Vitreous China
1037468,178059.0,Brass
1037581,178063.0,Polyurethane
1037619,178065.0,Acrylic
1037882,178079.0,Brass
1037916,178081.0,Iron
1037989,178083.0,Glass
1038012,178084.0,Plastic
1038075,178087.0,100% post industrial recycled synthetic fibers with all natural rubber
1038105,178088.0,PVC
1038130,178089.0,Aluminum
1038153,178090.0,Metal
1038387,178099.0,Wood
1038455,178103.0,PVC (vinyl)
1038621,178113.0,Cast Metal
1038648,178114.0,Acrylic
1038669,178115.0,Iron
1038694,178116.0,Vitreous China
1038745,178121.0,Acrylic
1038804,178125.0,Other
1038805,178125.0,Metal
1038852,178127.0,Laminate
1038853,178127.0,HDF Core Board
1038887,178129.0,Plastic
1038912,178130.0,Cast Iron
1038913,178130.0,KOHLER Cast Iron
1039003,178134.0,Plastic
1039018,178135.0,Zinc
1039036,178136.0,Acrylonitrile Butadiene Styrene (ABS)
1039153,178141.0,Steel
1039370,178149.0,Cast Metal
1039416,178151.0,Acrylic
1039524,178158.0,Metal
1039543,178159.0,HDPE(High Density Polethylene)
1039544,178159.0,Polyethylene
1039569,178160.0,Glass
1039593,178161.0,Wood
1039633,178163.0,Rubber
1039684,178164.0,Steel
1039810,178169.0,Zinc
1039825,178171.0,Birch
1039885,178174.0,PVC
1039952,178178.0,PVC
1039988,178180.0,Steel
1040020,178182.0,Stone
1040110,178186.0,Wood
1040305,178194.0,Vinyl
1040353,178195.0,Metal
1040399,178198.0,Steel
1040447,178200.0,Metal
1040527,178205.0,Copper
1040556,178206.0,Metal
1040582,178207.0,Cast Iron
1040663,178210.0,Laminated Particle Board
1040684,178211.0,Anodized Aluminum
1040685,178211.0,Aluminum
1040959,178226.0,Aluminum
1041001,178228.0,Vitreous China
1041040,178230.0,Cardboard
1041113,178233.0,Steel
1041171,178235.0,Synthetic Fiber
1041419,178244.0,Brass
1041484,178247.0,Steel
1041507,178248.0,Aluminum
1041610,178253.0,Vinyl
1041907,178266.0,Plastic
1041931,178268.0,Wood
1042093,178274.0,Polypropylene with Jute backing
1042110,178275.0,PVC
1042173,178277.0,Laminate
1042246,178280.0,Wood
1042283,178282.0,Plastic
1042300,178283.0,Wood
1042323,178284.0,Composite
1042504,178294.0,Steel
1042527,178296.0,Fiberboard
1042572,178298.0,Vitreous China
1042585,178299.0,Polyethylene
1042694,178305.0,Polyurethane
1042783,178309.0,Steel
1042825,178311.0,PVC
1042957,178317.0,Steel
1042976,178318.0,Metal
1042994,178319.0,Brass
1043044,178321.0,Metal
1043086,178323.0,Brass
1043106,178324.0,Stainless Steel
1043138,178326.0,PVC
1043176,178328.0,Fiberglass
1043239,178332.0,Composite
1043320,178337.0,Metal
1043383,178341.0,Brass
1043442,178343.0,Glass
1043559,178347.0,Steel
1043604,178350.0,Stucco
1043649,178352.0,Steel
1043780,178359.0,Vinyl
1043795,178360.0,Other
1043870,178364.0,Aluminum
1044092,178373.0,Steel
1044139,178375.0,Acrylic
1044223,178379.0,Resin
1044334,178386.0,Cast Iron
1044439,178390.0,Iron
1044477,178392.0,Polyfoam
1044506,178393.0,Stainless Steel
1044525,178394.0,PVC
1044612,178397.0,Polyurethane
1044653,178399.0,Metal
1044903,178408.0,Metal
1044970,178411.0,Stainless Steel
1045088,178416.0,Metal
1045142,178418.0,Aluminum
1045188,178420.0,PVC
1045309,178423.0,Solid Brass
1045347,178424.0,Aluminum
1045367,178425.0,Composite
1045412,178427.0,Wood
1045437,178428.0,Wood
1045451,178429.0,Granite
1045544,178432.0,Steel
1045593,178435.0,Stainless Steel
1045689,178439.0,Steel
1045726,178440.0,High Density Fiberboard (HDF)
1045727,178440.0,Laminate
1045778,178442.0,Steel
1045850,178445.0,Copper
1045963,178450.0,Aluminum
1045992,178452.0,Metal
1046012,178453.0,Metal
1046024,178454.0,Poly Lactic Acid (PLA)
1046059,178455.0,Laminate
1046136,178458.0,Composite
1046345,178467.0,Acrylic
1046398,178469.0,Rubber Wood
1046438,178472.0,Brass
1046495,178474.0,Wood
1046528,178475.0,Fabric
1046559,178476.0,Polypropylene
1046583,178478.0,Plastic
1046616,178479.0,Aluminum
1046646,178481.0,Brass
1046723,178484.0,Plastic
1046738,178485.0,Iron
1046771,178487.0,Polyester
1046829,178490.0,Plastic
1047043,178502.0,Wood
1047098,178504.0,35% Wool/65%Polyester
1047127,178505.0,Cast Iron
1047209,178510.0,Resin
1047275,178513.0,Aluminum
1047329,178515.0,Steel
1047377,178518.0,Composite
1047487,178522.0,Metal
1047539,178524.0,Vinyl
1047555,178525.0,Brass
1047567,178526.0,Red Oak
1047637,178530.0,Acrylic
1047675,178532.0,Cast Metal
1047773,178537.0,Steel
1047797,178538.0,Aluminum
1047834,178539.0,Copper
1047893,178541.0,Composite
1047919,178542.0,Glass
1048002,178547.0,Plastic
1048047,178548.0,Stainless Steel
1048116,178551.0,Stainless Steel
1048166,178553.0,Steel
1048247,178557.0,Vinyl
1048266,178558.0,Metal
1048291,178559.0,PVC
1048386,178563.0,fiberglass composites
1048387,178563.0,Fiberglass
1048479,178566.0,Steel
1048533,178568.0,Nylon
1048557,178569.0,Concrete
1048577,178570.0,Plastic
1048623,178572.0,Stucco
1048927,178584.0,Vinyl
1048946,178585.0,Other
1048982,178586.0,Fiberglass
1049014,178589.0,Steel
1049185,178597.0,Plastic
1049207,178598.0,Metal
1049323,178601.0,Metal
1049397,178606.0,Acrylic
1049485,178609.0,Metal
1049540,178613.0,Wood
1049554,178614.0,Stainless Steel
1049750,178623.0,Steel
